author,place
http://dbpedia.org/resource/Ace_Frehley,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Ace_Hood,"http://dbpedia.org/resource/Port_St._Lucie,_Florida"
http://dbpedia.org/resource/Ace_Kefford,http://dbpedia.org/resource/Birmingham
http://dbpedia.org/resource/Ace_Kefford,http://dbpedia.org/resource/Moseley
http://dbpedia.org/resource/Ace_Kefford,http://dbpedia.org/resource/West_Midlands_(county)
http://dbpedia.org/resource/Ace_Wilder,http://dbpedia.org/resource/Stockholm
http://dbpedia.org/resource/Ace_Young,http://dbpedia.org/resource/Denver
http://dbpedia.org/resource/Acey_Slade,http://dbpedia.org/resource/Pennsylvania
http://dbpedia.org/resource/Achdé,http://dbpedia.org/resource/Lyon
http://dbpedia.org/resource/Achille_D'Orsi,http://dbpedia.org/resource/Naples
http://dbpedia.org/resource/Achille_Glisenti,http://dbpedia.org/resource/Brescia
http://dbpedia.org/resource/Achille_Locatelli_(painter),http://dbpedia.org/resource/Almenno_San_Bartolomeo
http://dbpedia.org/resource/Achille_Petrocelli,http://dbpedia.org/resource/Naples
http://dbpedia.org/resource/Achille_Simonetti,http://dbpedia.org/resource/Turin
http://dbpedia.org/resource/Achim_Reichel,http://dbpedia.org/resource/Hamburg
http://dbpedia.org/resource/Acker_Bilk,http://dbpedia.org/resource/Somerset
http://dbpedia.org/resource/Acker_Bilk,http://dbpedia.org/resource/Pensford
http://dbpedia.org/resource/Aco_Pejović,http://dbpedia.org/resource/Prijepolje
http://dbpedia.org/resource/Action_Bronson,http://dbpedia.org/resource/Queens
http://dbpedia.org/resource/Action_Bronson,"http://dbpedia.org/resource/Flushing,_Queens"
http://dbpedia.org/resource/Action_Bronson,http://dbpedia.org/resource/New_York_City
http://dbpedia.org/resource/Actress_(musician),http://dbpedia.org/resource/Wolverhampton
http://dbpedia.org/resource/Ad-Rock,http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Ad-Rock,http://dbpedia.org/resource/Manhattan
http://dbpedia.org/resource/Ad_Achkar,http://dbpedia.org/resource/Beirut
http://dbpedia.org/resource/Ad_Snijders,http://dbpedia.org/resource/Eindhoven
http://dbpedia.org/resource/Ada_Brown,"http://dbpedia.org/resource/Kansas_City,_Kansas"
http://dbpedia.org/resource/Ada_Jones,http://dbpedia.org/resource/Lancashire
