author||place
http://dbpedia.org/resource/Alan_Kotok||http://dbpedia.org/resource/Pennsylvania
http://dbpedia.org/resource/Alan_Kotok||http://dbpedia.org/resource/Philadelphia
http://dbpedia.org/resource/Alan_Lindsay_Mackay||http://dbpedia.org/resource/Wolverhampton
http://dbpedia.org/resource/Alan_Lloyd_Hodgkin||http://dbpedia.org/resource/Banbury
http://dbpedia.org/resource/Alan_M._Wachman||http://dbpedia.org/resource/Bucks_County,_Pennsylvania
http://dbpedia.org/resource/Alan_Mackworth||http://dbpedia.org/resource/Cambridge
http://dbpedia.org/resource/Alan_Munro||http://dbpedia.org/resource/Chennai
http://dbpedia.org/resource/Alan_N._Shapiro||http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Alan_P._Merriam||http://dbpedia.org/resource/Montana
http://dbpedia.org/resource/Alan_Perlis||http://dbpedia.org/resource/Pennsylvania
http://dbpedia.org/resource/Alan_Perlis||http://dbpedia.org/resource/Pittsburgh
http://dbpedia.org/resource/Alan_R._Katritzky||http://dbpedia.org/resource/London
http://dbpedia.org/resource/Alan_Sokal||http://dbpedia.org/resource/Massachusetts
http://dbpedia.org/resource/Alan_Tower_Waterman||http://dbpedia.org/resource/Cornwall-on-Hudson,_New_York
http://dbpedia.org/resource/Alan_Turing||http://dbpedia.org/resource/Paddington
http://dbpedia.org/resource/Alan_Turing||http://dbpedia.org/resource/Maida_Vale
http://dbpedia.org/resource/Alan_W._Meerow||http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Alanna_Schepartz||http://dbpedia.org/resource/New_York
http://dbpedia.org/resource/Alastair_Culham||http://dbpedia.org/resource/Great_Waltham
http://dbpedia.org/resource/Alb%C3%A9ric_Pont||http://dbpedia.org/resource/Bagnols-sur-C%C3%A8ze
http://dbpedia.org/resource/Albert_Abraham_Michelson||http://dbpedia.org/resource/Strzelno
http://dbpedia.org/resource/Albert_Adu_Boahen||http://dbpedia.org/resource/Oseim
http://dbpedia.org/resource/Albert_Baez||http://dbpedia.org/resource/Puebla,_Puebla
http://dbpedia.org/resource/Albert_Bandura||http://dbpedia.org/resource/Mundare
http://dbpedia.org/resource/Albert_Bregman||http://dbpedia.org/resource/Toronto
http://dbpedia.org/resource/Albert_Brudzewski||http://dbpedia.org/resource/Brudzewo,_Greater_Poland_Voivodeship
http://dbpedia.org/resource/Albert_Calmette||http://dbpedia.org/resource/Nice
http://dbpedia.org/resource/Albert_Ch%C3%A2telet||http://dbpedia.org/resource/Pas-de-Calais
http://dbpedia.org/resource/Albert_Ch%C3%A2telet||http://dbpedia.org/resource/Valhuon
http://dbpedia.org/resource/Albert_Claude||http://dbpedia.org/resource/Neufch%C3%A2teau,_Belgium
http://dbpedia.org/resource/Albert_Crewe||http://dbpedia.org/resource/Bradford
http://dbpedia.org/resource/Albert_Einstein||http://dbpedia.org/resource/Baden-W%C3%BCrttemberg
http://dbpedia.org/resource/Albert_Einstein||http://dbpedia.org/resource/Ulm
http://dbpedia.org/resource/Albert_Ellis||http://dbpedia.org/resource/Pittsburgh
http://dbpedia.org/resource/Albert_Erives||http://dbpedia.org/resource/California
